player_id,player_name,Cluster,Player_Label,Player_Score,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,AVG_MIN
1626220,Royce O'Neale,3,Benchwarmer,-0.38380183062263373,79,14,1954.0,3.9,9.9,0.397,2.9,7.8,0.37,0.4,0.6,0.686,1.1,5.8,6.9,4.0,1.1,0.8,1.3,3.2,11.2,24.734177215189874
1631128,Christian Braun,3,Benchwarmer,-0.39266982167316056,82,4,1656.0,4.8,10.5,0.46,1.4,3.6,0.384,2.0,2.9,0.694,1.7,4.9,6.7,2.9,0.9,0.8,1.2,3.0,13.0,20.195121951219512
1629638,Nickeil Alexander-Walker,3,Benchwarmer,-0.4043274962606043,82,20,1921.0,4.4,10.1,0.439,2.5,6.3,0.391,1.0,1.2,0.8,0.7,2.5,3.1,3.8,1.2,0.8,1.4,2.7,12.3,23.426829268292682
202704,Reggie Jackson,3,Benchwarmer,-0.41208595752672783,82,23,1817.0,6.5,15.0,0.431,2.0,5.6,0.359,1.6,1.9,0.806,0.7,2.4,3.1,6.1,0.9,0.3,2.1,3.0,16.5,22.158536585365855
1628971,Bruce Brown,3,Benchwarmer,-0.4195308700112749,67,44,1865.0,5.4,11.2,0.478,1.0,3.2,0.323,2.3,2.7,0.824,1.0,4.5,5.5,3.7,1.1,0.3,1.7,2.9,14.0,27.83582089552239
1629611,Terance Mann,3,Benchwarmer,-0.41955326624353784,75,71,1873.0,4.9,9.5,0.515,1.4,3.9,0.348,1.5,1.8,0.832,1.7,3.2,4.9,2.3,0.8,0.3,0.9,2.8,12.6,24.973333333333333
1628404,Josh Hart,3,Benchwarmer,-0.4321321441777266,81,42,2707.0,3.9,9.0,0.434,1.1,3.4,0.31,1.2,1.5,0.791,1.7,7.3,9.0,4.4,1.0,0.3,1.6,2.3,10.1,33.41975308641975
1629684,Grant Williams,3,Benchwarmer,-0.4614478042708188,76,43,2130.0,4.7,10.2,0.456,2.1,5.7,0.375,1.8,2.4,0.757,1.5,3.9,5.4,2.9,0.7,0.7,1.8,3.8,13.3,28.026315789473685
1630171,Isaac Okoro,3,Benchwarmer,-0.470610577843162,69,42,1887.0,4.5,9.2,0.49,1.6,4.1,0.391,1.8,2.6,0.679,1.3,2.7,3.9,2.5,1.1,0.6,1.0,2.7,12.3,27.347826086956523
1631103,Malaki Branham,3,Benchwarmer,-0.4898012379472536,75,29,1594.0,6.1,14.2,0.432,2.1,6.1,0.347,1.2,1.4,0.873,0.6,2.7,3.3,3.5,0.6,0.2,2.1,2.1,15.6,21.253333333333334
1629312,Haywood Highsmith,3,Benchwarmer,-0.492760452254551,66,26,1366.0,4.0,8.7,0.465,2.0,5.1,0.396,0.6,0.9,0.639,1.7,3.8,5.5,1.8,1.4,0.8,0.9,3.1,10.7,20.696969696969695
1628415,Dillon Brooks,3,Benchwarmer,-0.49465060162426316,72,72,2227.0,5.3,12.4,0.428,2.2,6.0,0.359,2.0,2.4,0.844,0.9,3.1,4.0,1.9,1.0,0.2,1.4,3.9,14.8,30.930555555555557
1629599,Amir Coffey,3,Benchwarmer,-0.4968168481398989,70,13,1461.0,4.1,8.7,0.472,1.7,4.5,0.38,1.5,1.7,0.859,0.7,2.9,3.6,1.9,1.0,0.3,0.8,2.5,11.4,20.87142857142857
1641739,Toumani Camara,3,Benchwarmer,-0.5065466295288423,70,49,1739.0,4.1,9.1,0.45,1.2,3.6,0.337,1.6,2.0,0.758,2.9,4.2,7.1,1.8,1.4,0.7,1.7,3.6,10.9,24.84285714285714
1629614,Andrew Nembhard,3,Benchwarmer,-0.5123074273291643,68,47,1697.0,5.5,11.1,0.498,1.3,3.6,0.357,1.0,1.2,0.804,0.8,2.2,3.0,5.9,1.3,0.1,2.1,3.0,13.3,24.955882352941178
1627752,Taurean Prince,3,Benchwarmer,-0.5222598266530566,78,49,2108.0,4.3,9.8,0.442,2.4,6.1,0.396,0.9,1.2,0.735,0.4,3.6,3.9,2.0,1.0,0.6,1.2,2.5,11.9,27.025641025641026
1627827,Dorian Finney-Smith,3,Benchwarmer,-0.5271614253325234,68,56,1935.0,4.0,9.5,0.421,2.2,6.3,0.348,0.6,0.9,0.717,2.0,3.9,5.9,2.0,1.0,0.7,1.1,2.8,10.8,28.455882352941178
1626192,Pat Connaughton,3,Benchwarmer,-0.5795642475298912,76,3,1676.0,3.2,7.5,0.435,1.8,5.1,0.345,0.9,1.2,0.759,1.1,4.0,5.1,3.5,0.9,0.4,1.1,2.1,9.2,22.05263157894737
203937,Kyle Anderson,3,Benchwarmer,-0.6314479521904776,79,10,1782.0,4.0,8.7,0.46,0.2,1.0,0.229,2.0,2.8,0.708,1.2,4.3,5.5,6.7,1.4,0.9,1.8,2.6,10.2,22.556962025316455
1630183,Jaden McDaniels,3,Benchwarmer,-0.6619724564180999,72,71,2105.0,5.2,10.7,0.489,1.5,4.4,0.337,1.0,1.4,0.722,1.0,2.9,3.8,1.7,1.1,0.7,1.5,3.7,12.9,29.23611111111111
1630534,Ochai Agbaji,3,Benchwarmer,-0.8186718748393689,78,28,1642.0,3.9,9.5,0.411,1.4,4.6,0.294,0.8,1.2,0.661,1.6,3.1,4.7,1.8,1.0,1.0,1.4,2.6,10.0,21.05128205128205
