player_id,player_name,Cluster,Player_Label,Player_Score,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,AVG_MIN
1629029,Luka Dončić,1,Superstar,1.2556786725788252,70,70,2624.0,11.0,22.7,0.487,3.9,10.2,0.382,6.6,8.3,0.786,0.8,8.1,8.9,9.4,1.4,0.5,3.9,2.0,32.5,37.48571428571429
203999,Nikola Jokić,1,Superstar,1.0129802892592745,79,79,2737.0,10.8,18.6,0.583,1.1,3.0,0.359,4.7,5.8,0.817,2.9,9.9,12.8,9.3,1.4,0.9,3.1,2.6,27.4,34.64556962025316
1641705,Victor Wembanyama,1,Superstar,0.9804094740733982,71,71,2106.0,9.4,20.3,0.465,2.2,6.7,0.325,5.0,6.3,0.796,2.8,10.2,12.9,4.7,1.5,4.3,4.4,2.6,26.0,29.661971830985916
1628983,Shai Gilgeous-Alexander,1,Superstar,0.9690452552163222,75,75,2553.0,11.2,21.0,0.535,1.3,3.8,0.353,8.0,9.2,0.874,0.9,4.9,5.9,6.6,2.1,0.9,2.3,2.6,31.8,34.04
203507,Giannis Antetokounmpo,1,Superstar,0.897272122299064,73,73,2567.0,11.7,19.2,0.611,0.5,1.7,0.274,7.2,11.0,0.657,2.7,9.0,11.8,6.7,1.2,1.1,3.5,2.9,31.2,35.16438356164384
201939,Stephen Curry,1,Superstar,0.8531527603701354,74,74,2422.0,9.7,21.5,0.45,5.3,13.0,0.408,4.4,4.8,0.923,0.6,4.4,4.9,5.6,0.8,0.4,3.1,1.7,29.1,32.729729729729726
203076,Anthony Davis,4,All-Star,0.7359699977253099,76,76,2700.0,9.5,17.1,0.556,0.4,1.4,0.271,5.6,6.9,0.816,3.2,9.6,12.8,3.5,1.2,2.4,2.1,2.4,25.0,35.526315789473685
1628369,Jayson Tatum,4,All-Star,0.7346923596351995,74,74,2645.0,9.1,19.4,0.471,3.1,8.3,0.376,5.6,6.8,0.833,0.9,7.3,8.2,5.0,1.0,0.6,2.6,2.0,27.0,35.74324324324324
2544,LeBron James,4,All-Star,0.6892686432468773,71,71,2504.0,9.8,18.2,0.54,2.1,5.2,0.41,4.4,5.8,0.75,0.9,6.6,7.4,8.5,1.3,0.5,3.5,1.1,26.2,35.267605633802816
1630169,Tyrese Haliburton,4,All-Star,0.6513550481795861,69,68,2224.0,8.1,17.0,0.477,3.2,8.7,0.364,3.1,3.7,0.855,0.6,3.8,4.4,12.2,1.3,0.8,2.6,1.2,22.5,32.231884057971016
202695,Kawhi Leonard,4,All-Star,0.6440142257999325,68,68,2330.0,9.4,18.0,0.525,2.2,5.2,0.417,3.9,4.4,0.885,1.3,5.1,6.4,3.8,1.7,0.9,1.8,1.5,24.9,34.26470588235294
1628973,Jalen Brunson,4,All-Star,0.5590361096540344,77,77,2726.0,10.4,21.8,0.479,2.8,6.9,0.401,5.6,6.6,0.847,0.6,3.1,3.7,6.9,0.9,0.2,2.5,1.9,29.2,35.4025974025974
203081,Damian Lillard,4,All-Star,0.5311538944160065,73,73,2578.0,7.6,17.8,0.424,3.1,8.7,0.354,6.6,7.2,0.92,0.5,4.0,4.5,7.1,1.0,0.3,2.7,1.9,24.8,35.31506849315068
201142,Kevin Durant,4,All-Star,0.5258334041246513,75,75,2791.0,9.7,18.5,0.523,2.2,5.3,0.413,4.7,5.5,0.856,0.5,5.9,6.4,4.9,0.9,1.2,3.1,1.7,26.2,37.21333333333333
202331,Paul George,4,All-Star,0.4996017238634912,74,74,2502.0,8.4,17.8,0.471,3.5,8.5,0.413,3.8,4.2,0.907,0.5,5.1,5.6,3.8,1.6,0.5,2.2,2.9,24.0,33.810810810810814
1630162,Anthony Edwards,4,All-Star,0.4777001394355564,79,78,2770.0,9.3,20.2,0.461,2.5,6.9,0.357,5.5,6.6,0.836,0.7,4.9,5.6,5.3,1.3,0.5,3.1,1.8,26.6,35.063291139240505
1628368,De'Aaron Fox,4,All-Star,0.47631770980908705,74,74,2659.0,9.7,21.0,0.465,2.9,7.9,0.369,4.2,5.7,0.738,0.9,3.7,4.6,5.7,2.0,0.4,2.6,2.6,26.6,35.932432432432435
1627734,Domantas Sabonis,4,All-Star,0.4568557539361275,82,82,2928.0,7.8,13.1,0.594,0.4,1.1,0.379,3.6,5.1,0.704,3.6,10.2,13.8,8.3,0.9,0.6,3.3,3.1,19.6,35.707317073170735
1626164,Devin Booker,4,All-Star,0.4468573329698592,68,68,2447.0,9.4,19.2,0.492,2.2,6.2,0.364,6.0,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3.0,27.1,35.98529411764706
1631096,Chet Holmgren,4,All-Star,0.423016974954171,82,82,2413.0,7.5,14.2,0.53,1.9,5.2,0.37,3.3,4.1,0.793,1.9,7.7,9.7,3.0,0.8,2.8,2.0,2.9,20.2,29.426829268292682
1626167,Myles Turner,4,All-Star,0.3787498161500564,77,77,2076.0,8.3,15.8,0.524,2.0,5.6,0.358,4.2,5.5,0.773,2.0,7.3,9.2,1.7,0.7,2.5,1.9,4.0,22.8,26.961038961038962
1630178,Tyrese Maxey,4,All-Star,0.35986737618240955,70,70,2626.0,8.7,19.5,0.45,2.9,7.8,0.373,4.5,5.2,0.868,0.5,3.0,3.5,5.9,0.9,0.5,1.6,2.1,24.9,37.51428571428571
203468,CJ McCollum,4,All-Star,0.34380662272688634,66,66,2159.0,8.1,17.6,0.459,4.0,9.3,0.429,1.9,2.3,0.827,0.7,4.1,4.8,5.1,1.0,0.7,1.8,2.1,22.0,32.71212121212121
1629012,Collin Sexton,2,Starter,0.3196852127214702,78,51,2075.0,8.8,18.0,0.487,2.2,5.6,0.394,5.5,6.4,0.859,1.2,2.3,3.6,6.6,1.1,0.3,2.9,2.7,25.3,26.602564102564102
201935,James Harden,2,Starter,0.27565125115943345,72,72,2470.0,5.1,12.0,0.428,2.7,7.1,0.381,4.4,5.0,0.878,0.5,4.9,5.4,8.9,1.1,0.8,2.7,1.9,17.4,34.30555555555556
1629627,Zion Williamson,2,Starter,0.26486418695306013,70,70,2207.0,10.2,17.8,0.57,0.1,0.3,0.333,5.7,8.1,0.702,2.0,4.6,6.6,5.7,1.3,0.8,3.1,2.6,26.1,31.52857142857143
1628991,Jaren Jackson Jr.,2,Starter,0.26483175074988496,66,66,2124.0,8.7,19.7,0.444,2.0,6.2,0.32,5.7,7.1,0.808,1.4,4.7,6.2,2.6,1.4,1.8,2.7,4.0,25.2,32.18181818181818
1627749,Dejounte Murray,2,Starter,0.2505974244003535,78,78,2783.0,8.7,18.9,0.459,2.6,7.2,0.363,2.7,3.4,0.794,0.8,4.6,5.4,6.5,1.4,0.3,2.6,1.8,22.7,35.67948717948718
1628389,Bam Adebayo,2,Starter,0.23370927220684207,71,71,2416.0,7.9,15.2,0.521,0.2,0.6,0.357,4.4,5.8,0.755,2.4,8.6,11.0,4.1,1.2,1.0,2.4,2.4,20.4,34.028169014084504
202691,Klay Thompson,2,Starter,0.2259446563189212,77,63,2284.0,7.7,17.9,0.432,4.2,10.9,0.387,2.0,2.2,0.927,0.6,3.5,4.0,2.8,0.8,0.6,1.8,2.0,21.7,29.662337662337663
1630193,Immanuel Quickley,2,Starter,0.21884752470403962,68,38,1985.0,7.0,16.2,0.434,3.1,7.9,0.395,3.8,4.4,0.853,0.3,4.4,4.7,6.0,0.9,0.2,1.8,2.2,21.0,29.191176470588236
1626171,Bobby Portis,2,Starter,0.2087231652809,82,4,2008.0,8.4,16.5,0.508,1.8,4.4,0.407,1.8,2.2,0.79,2.5,8.3,10.9,1.9,1.2,0.6,1.6,3.4,20.3,24.48780487804878
1627783,Pascal Siakam,2,Starter,0.20712151854060812,80,80,2658.0,9.2,17.2,0.536,1.2,3.3,0.346,3.9,5.4,0.732,1.9,5.8,7.7,4.6,0.9,0.3,1.9,2.6,23.5,33.225
1628381,John Collins,2,Starter,0.19827126328554315,68,66,1901.0,7.5,14.1,0.532,1.6,4.4,0.371,2.8,3.5,0.795,3.0,7.9,10.9,1.5,0.8,1.2,1.9,3.6,19.4,27.955882352941178
202685,Jonas Valančiūnas,2,Starter,0.18639071212842154,82,82,1925.0,7.5,13.4,0.559,0.7,2.2,0.308,3.0,3.8,0.785,3.5,10.0,13.5,3.2,0.6,1.3,2.1,4.1,18.7,23.475609756097562
1628978,Donte DiVincenzo,2,Starter,0.1825237867012474,81,63,2360.0,6.8,15.3,0.443,4.3,10.8,0.401,1.3,1.7,0.754,1.0,3.6,4.5,3.3,1.6,0.5,1.7,2.5,19.2,29.135802469135804
1627759,Jaylen Brown,2,Starter,0.17966330334287486,70,70,2343.0,9.6,19.3,0.499,2.2,6.3,0.354,3.2,4.6,0.703,1.3,4.7,5.9,3.8,1.3,0.6,2.6,2.8,24.7,33.47142857142857
1629675,Naz Reid,2,Starter,0.1750740878232946,81,14,1964.0,7.4,15.6,0.477,3.1,7.5,0.414,2.0,2.7,0.736,1.3,6.4,7.8,1.9,1.2,1.3,2.0,3.2,20.0,24.246913580246915
